feedback_id,customer_id,date_submitted,feedback_text,satisfaction_score,issue_type,resolved,feedback_length,satisfaction_category,cleaning_status
fdbk100238,cust102486,2025-05-27,Guess technology writer summer rock.,4,App_Usability,True,36,High,Cleaned and Validated
fdbk100239,cust106653,2025-05-25,Question moment money wish military thus one forget individual.,4,Other,True,63,High,Cleaned and Validated
fdbk100240,cust104673,2025-06-19,Medical see recently national time.,4,Fraud,True,35,High,Cleaned and Validated
fdbk100241,cust105765,2025-05-26,Rich part might main position.,4,Transaction,True,30,High,Cleaned and Validated
fdbk100242,cust105719,2025-03-29,Manage opportunity try and media light rule kid no.,4,Transaction,True,51,High,Cleaned and Validated
fdbk100243,cust109733,2023-01-26,Must may former card billion which.,5,Fraud,True,35,High,Cleaned and Validated
fdbk100244,cust100104,2025-07-02,Even film figure station will product Mrs food evidence provide.,4,Transaction,True,64,High,Cleaned and Validated
fdbk100245,cust109392,2024-06-25,Staff method future enough eye party our decade force chair.,4,Transaction,False,60,High,Cleaned and Validated
fdbk100246,cust105496,2023-03-20,Degree notice treat major young whose most team.,3,Other,True,48,Medium,Cleaned and Validated
fdbk100247,cust100505,2024-08-19,Less though song region teacher listen effect film.,5,Other,True,51,High,Cleaned and Validated
fdbk100248,cust109102,2025-01-14,Fire real car collection quite day sign job should.,5,Transaction,True,51,High,Cleaned and Validated
fdbk100249,cust103972,2025-07-11,Share voice shake look better social few home.,4,Other,True,46,High,Cleaned and Validated
fdbk100250,cust100794,2024-04-08,Ten on so condition might.,5,Transaction,True,26,High,Cleaned and Validated
fdbk100251,cust105347,2023-02-27,Forget assume soon reflect deep protect watch race provide.,5,Transaction,True,59,High,Cleaned and Validated
fdbk100252,cust102043,2025-02-07,Conference know about good road mention figure culture son night.,1,Other,True,65,Low,Cleaned and Validated
fdbk100253,cust106757,2025-04-28,View anything cell tree follow camera about toward bill imagine.,2,Transaction,True,64,Low,Cleaned and Validated
fdbk100254,cust107648,2025-04-29,Cold practice series color clearly reflect.,4,Transaction,True,43,High,Cleaned and Validated
fdbk100255,cust104942,2024-09-02,Born reduce maintain seek actually education thank field.,3,App_Usability,True,57,Medium,Cleaned and Validated
fdbk100256,cust108331,2025-07-28,Speak treat wife ground behind send nature sense.,5,App_Usability,False,49,High,Cleaned and Validated
fdbk100257,cust107128,2023-01-30,Movement allow short form people hold take.,2,Transaction,True,43,Low,Cleaned and Validated
fdbk100258,cust105035,2024-01-25,Investment general put require human.,3,Transaction,True,37,Medium,Cleaned and Validated
fdbk100259,cust103601,2025-05-19,Wait throughout senior show action successful.,2,Transaction,True,46,Low,Cleaned and Validated
fdbk100260,cust102058,2024-05-11,Mission student woman full tend manager.,4,Transaction,False,40,High,Cleaned and Validated
fdbk100261,cust105733,2024-05-27,Mother unit weight technology reach what room whether politics citizen.,4,Transaction,True,71,High,Cleaned and Validated
fdbk100262,cust102689,2025-06-25,Fight focus middle reality road friend ten.,5,Other,True,43,High,Cleaned and Validated
fdbk100263,cust104010,2024-11-23,Apply edge think carry itself card happy fine.,4,Transaction,True,46,High,Cleaned and Validated
fdbk100264,cust103203,2024-06-08,Discussion keep against theory provide way environmental despite stuff blood.,5,App_Usability,True,77,High,Cleaned and Validated
fdbk100265,cust105936,2024-03-17,Way team goal debate minute season in claim computer.,2,Fraud,False,53,Low,Cleaned and Validated
fdbk100266,cust100839,2025-03-22,Knowledge foot eat fly leave line seat wrong stage wife today.,3,Transaction,True,62,Medium,Cleaned and Validated
fdbk100267,cust106063,2024-06-27,Goal local politics responsibility truth focus yeah consumer early old.,3,Transaction,True,71,Medium,Cleaned and Validated
fdbk100268,cust103165,2025-02-27,All building ahead answer begin able improve protect own walk.,4,Other,True,62,High,Cleaned and Validated
fdbk100269,cust106537,2022-02-06,Score grow want push over activity.,4,Transaction,True,35,High,Cleaned and Validated
fdbk100270,cust104456,2024-09-12,Room show use turn subject usually south.,4,Transaction,True,41,High,Cleaned and Validated
fdbk100271,cust102989,2025-07-07,Again majority provide involve official everything evening crime.,2,Fraud,True,65,Low,Cleaned and Validated
fdbk100272,cust103920,2023-10-22,Raise however continue gas party door party.,1,Transaction,True,44,Low,Cleaned and Validated
fdbk100273,cust104037,2025-05-17,Look effect local what marriage it.,3,Transaction,True,35,Medium,Cleaned and Validated
fdbk100274,cust102166,2024-10-11,Clear break happen structure half reality north since.,4,App_Usability,False,54,High,Cleaned and Validated
fdbk100275,cust101695,2025-02-25,However step about rich stop professional than area.,4,Transaction,True,52,High,Cleaned and Validated
fdbk100276,cust109193,2025-05-10,Program understand during likely everything word level myself.,1,Transaction,True,62,Low,Cleaned and Validated
fdbk100277,cust109588,2025-04-30,Travel Mrs talk choose appear argue.,4,Transaction,True,36,High,Cleaned and Validated
fdbk100278,cust101851,2024-12-15,Hotel start nearly cause.,4,Transaction,False,25,High,Cleaned and Validated
fdbk100279,cust102028,2024-07-09,Play them site listen whom throughout project top let senior.,2,Fraud,True,61,Low,Cleaned and Validated
fdbk100280,cust106418,2025-07-08,Take cost require box simply seek sing number.,2,Other,True,46,Low,Cleaned and Validated
fdbk100281,cust102758,2021-06-03,Clearly memory support go create.,3,Transaction,True,33,Medium,Cleaned and Validated
fdbk100282,cust107388,2024-01-29,Mention site huge see choice center another.,5,Transaction,True,44,High,Cleaned and Validated
fdbk100283,cust101239,2025-07-01,Set forget stock follow either open generation.,3,Transaction,True,47,Medium,Cleaned and Validated
fdbk100284,cust107696,2025-06-29,Former again foreign indeed walk general Congress ask wall.,5,Transaction,True,59,High,Cleaned and Validated
fdbk100285,cust105186,2022-01-25,He tax pay president consider especially upon how.,5,Fraud,True,50,High,Cleaned and Validated
fdbk100286,cust105644,2024-05-21,Require politics set perform natural.,2,Transaction,True,37,Low,Cleaned and Validated
fdbk100287,cust100140,2023-03-20,Sister show culture surface live.,3,Transaction,True,33,Medium,Cleaned and Validated
fdbk100288,cust105005,2025-05-14,Move page responsibility energy tend response task future whole in personal.,4,Transaction,True,76,High,Cleaned and Validated
fdbk100289,cust107142,2025-08-02,Have investment sure vote maintain bill.,4,Transaction,True,40,High,Cleaned and Validated
fdbk100290,cust107189,2024-10-29,Television pass theory family without watch feeling.,4,Fraud,True,52,High,Cleaned and Validated
fdbk100291,cust101075,2024-08-19,Support brother actually major direction.,2,App_Usability,True,41,Low,Cleaned and Validated
fdbk100292,cust108283,2022-04-26,Question economy cost power ahead machine hold role manage space.,4,Transaction,True,65,High,Cleaned and Validated
fdbk100293,cust109224,2023-08-10,Specific by main face note this example water realize meet.,3,Transaction,True,59,Medium,Cleaned and Validated
fdbk100294,cust107556,2022-04-13,Trouble against structure money life among.,5,Transaction,True,43,High,Cleaned and Validated
fdbk100295,cust100930,2025-02-17,Open provide foot the argue outside two happy always sell.,4,App_Usability,True,58,High,Cleaned and Validated
fdbk100296,cust104509,2024-07-13,Much environmental thought drug society happy employee difference.,4,Other,True,66,High,Cleaned and Validated
fdbk100297,cust101432,2025-08-05,Much course sea here current teacher shoulder.,4,Transaction,False,46,High,Cleaned and Validated
fdbk100298,cust103288,2024-06-21,Alone rate arm cup moment.,1,App_Usability,False,26,Low,Cleaned and Validated
fdbk100299,cust105316,2023-12-07,Ready yard ready school boy with likely same security.,5,Transaction,True,54,High,Cleaned and Validated
fdbk100300,cust103564,2022-06-13,Theory energy beyond organization administration trade.,5,Fraud,True,55,High,Cleaned and Validated
fdbk100301,cust100914,2025-01-05,Consider agreement identify senior she.,4,Other,True,39,High,Cleaned and Validated
fdbk100302,cust102661,2024-07-28,Treat loss physical American article try part.,3,Transaction,True,46,Medium,Cleaned and Validated
fdbk100303,cust102546,2024-07-17,Week it citizen administration nearly close.,5,App_Usability,True,44,High,Cleaned and Validated
fdbk100304,cust100228,2024-02-26,Available these second almost six area ball one.,5,Transaction,True,48,High,Cleaned and Validated
fdbk100305,cust102239,2025-01-16,Others process suddenly run drug late in similar.,4,Fraud,True,49,High,Cleaned and Validated
fdbk100306,cust101675,2025-03-14,Use item heavy bar daughter experience.,5,App_Usability,True,39,High,Cleaned and Validated
fdbk100307,cust100925,2024-07-20,Serve ready bar religious first past.,5,App_Usability,True,37,High,Cleaned and Validated
fdbk100308,cust104458,2025-03-28,Nothing actually along any professor.,4,App_Usability,True,37,High,Cleaned and Validated
fdbk100309,cust109119,2022-08-27,Particularly well professional discuss area form blood game take law serious.,1,Transaction,True,77,Low,Cleaned and Validated
fdbk100310,cust105464,2025-06-11,Eat travel then specific production page yet floor include to.,4,Fraud,True,62,High,Cleaned and Validated
fdbk100311,cust102888,2025-04-22,Who sea case nor lay best.,2,Fraud,True,26,Low,Cleaned and Validated
fdbk100312,cust100734,2023-02-07,Commercial imagine lose water large however do.,3,Transaction,True,47,Medium,Cleaned and Validated
fdbk100313,cust108323,2025-07-30,Technology kind end discussion father experience.,4,App_Usability,True,49,High,Cleaned and Validated
fdbk100314,cust101120,2023-05-11,Role effort yeah box something main happy.,4,Transaction,True,42,High,Cleaned and Validated
fdbk100315,cust107399,2022-07-26,After game it woman language account should.,3,App_Usability,True,44,Medium,Cleaned and Validated
fdbk100316,cust109591,2024-10-30,Avoid would we say we travel.,4,Transaction,True,29,High,Cleaned and Validated
fdbk100317,cust102377,2025-03-01,Himself must power near memory turn include.,5,Transaction,False,44,High,Cleaned and Validated
fdbk100318,cust106984,2025-08-03,Total statement opportunity letter nothing article maybe cost leg water third.,4,App_Usability,True,78,High,Cleaned and Validated
fdbk100319,cust109965,2021-11-14,Ground prepare herself accept dark same.,3,App_Usability,True,40,Medium,Cleaned and Validated
fdbk100320,cust105701,2022-11-08,Woman medical institution itself if sometimes between certainly I.,4,App_Usability,True,66,High,Cleaned and Validated
fdbk100321,cust109322,2025-02-11,Group doctor order expert surface five.,4,Transaction,True,39,High,Cleaned and Validated
fdbk100322,cust106439,2024-11-23,Both cold show spend explain response under cold help for.,3,Other,True,58,Medium,Cleaned and Validated
fdbk100323,cust105906,2025-05-30,Can improve weight reflect write special young short though.,2,Transaction,True,60,Low,Cleaned and Validated
fdbk100324,cust108399,2024-04-18,Travel skill pay treatment fill occur.,4,App_Usability,True,38,High,Cleaned and Validated
fdbk100325,cust100731,2024-09-06,Machine mean special second cover.,3,Fraud,True,34,Medium,Cleaned and Validated
fdbk100326,cust105118,2025-07-25,Discussion beyond president set staff top read.,2,App_Usability,True,47,Low,Cleaned and Validated
fdbk100327,cust108962,2024-05-19,Maybe talk owner role pull pay across clearly explain.,4,App_Usability,True,54,High,Cleaned and Validated
fdbk100328,cust106410,2025-01-11,Simply economy catch important life individual industry.,4,Transaction,False,56,High,Cleaned and Validated
fdbk100329,cust109714,2025-04-17,Bill including after particularly teacher.,4,App_Usability,True,42,High,Cleaned and Validated
fdbk100330,cust105533,2025-04-14,Again sign note test build.,5,Fraud,True,27,High,Cleaned and Validated
fdbk100331,cust108982,2024-08-03,Environmental last popular plan air maintain interview responsibility look.,1,Fraud,False,75,Low,Cleaned and Validated
fdbk100332,cust105304,2023-03-23,Why sound wind effort prove myself agree discussion dog.,5,App_Usability,True,56,High,Cleaned and Validated
fdbk100333,cust108205,2022-03-19,Fine action with cultural.,4,Transaction,True,26,High,Cleaned and Validated
fdbk100334,cust101548,2025-01-30,Note color behind near artist success near break card relationship program.,1,Fraud,True,75,Low,Cleaned and Validated
fdbk100335,cust107569,2024-12-10,Large skill management argue could source occur.,2,App_Usability,False,48,Low,Cleaned and Validated
fdbk100336,cust107819,2021-11-09,Several late team pay everyone shake that.,3,App_Usability,True,42,Medium,Cleaned and Validated
fdbk100337,cust101034,2024-03-24,Sometimes charge whatever popular Republican watch would people collection.,5,Transaction,True,75,High,Cleaned and Validated
fdbk100338,cust107943,2025-01-23,List spend sing on base without put can detail.,5,Transaction,True,47,High,Cleaned and Validated
fdbk100339,cust108954,2024-04-01,Bit win quickly part onto agent various music position feeling.,2,Transaction,True,63,Low,Cleaned and Validated
fdbk100340,cust105811,2024-01-31,Must sometimes popular explain find.,4,Transaction,True,36,High,Cleaned and Validated
fdbk100341,cust104495,2024-08-12,Talk summer girl money people last.,4,Other,True,35,High,Cleaned and Validated
